bb_pos_thr,vwap_dev_lo,dsa_pos_hi,rope_dir_min,weekly_dir_required,weekly_pos_hi,event_n,n,ret_5,mae_5,wr_5,rr_5,ret_10,mae_10,wr_10,rr_10,ret_20,mae_20,wr_20,rr_20
0.2,-1.0,0.45,0,1,0.5,31,31,0.00284,-0.03317,0.4516,0.086,-0.00655,-0.04901,0.4839,-0.134,-0.00043,-0.06907,0.4516,-0.006
0.2,-1.5,0.65,none,0,none,834,834,-0.00065,-0.04018,0.4484,-0.016,0.00067,-0.05976,0.4652,0.011,-0.00051,-0.08517,0.4341,-0.006
0.1,-1.0,0.45,none,1,none,93,93,0.00719,-0.03006,0.5484,0.239,0.00701,-0.04387,0.5161,0.16,-0.00043,-0.07186,0.4624,-0.006
0.25,-1.5,0.65,0,0,0.5,503,503,-0.00128,-0.03848,0.4414,-0.033,-0.0019,-0.05774,0.4513,-0.033,-0.00059,-0.07808,0.4394,-0.007
0.25,-0.5,0.65,none,0,none,780,780,7e-05,-0.04038,0.4641,0.002,-0.00025,-0.06037,0.4526,-0.004,-0.0006,-0.08681,0.4436,-0.007
0.2,-1.0,0.45,0,0,none,154,154,0.00664,-0.03305,0.4805,0.201,0.00618,-0.04892,0.513,0.126,-0.00062,-0.07383,0.4805,-0.008
0.25,-0.5,0.45,none,1,0.7,106,106,0.01393,-0.03076,0.5189,0.453,0.00735,-0.04436,0.5,0.166,-0.00057,-0.07007,0.4057,-0.008
0.2,-0.5,0.65,0,0,none,630,630,-0.00187,-0.04055,0.4333,-0.046,-0.00343,-0.06036,0.4381,-0.057,-0.00067,-0.08727,0.4444,-0.008
0.25,none,none,none,0,0.7,993,993,-0.0016,-0.04619,0.428,-0.035,-0.00339,-0.06744,0.428,-0.05,-0.00079,-0.09314,0.4582,-0.009
0.1,none,0.65,0,0,0.5,509,509,-0.00063,-0.04228,0.4381,-0.015,-0.00427,-0.06306,0.4244,-0.068,-0.00077,-0.08345,0.4499,-0.009
0.15,-1.5,none,0,0,none,796,796,-6e-05,-0.03849,0.4598,-0.001,-0.00226,-0.05762,0.4384,-0.039,-0.00073,-0.08251,0.4447,-0.009
0.2,-1.0,0.45,0,1,none,110,110,0.00399,-0.03329,0.4545,0.12,0.00695,-0.04815,0.5091,0.144,-0.00069,-0.07366,0.4909,-0.009
0.25,-1.0,none,0,0,0.7,742,742,0.00072,-0.03897,0.465,0.018,-0.00066,-0.05877,0.4434,-0.011,-0.00074,-0.0821,0.4555,-0.009
0.2,-1.0,0.65,0,0,none,704,704,-0.00221,-0.04092,0.4403,-0.054,-0.00119,-0.06067,0.4432,-0.02,-0.00084,-0.08684,0.4347,-0.01
0.25,none,0.65,none,1,0.5,509,509,0.00274,-0.04433,0.444,0.062,0.00367,-0.06211,0.4538,0.059,-0.00099,-0.08934,0.4499,-0.011
0.15,-1.5,0.55,none,0,none,558,558,0.00548,-0.03587,0.5179,0.153,0.00259,-0.05182,0.4785,0.05,-0.00086,-0.07765,0.4588,-0.011
0.25,none,none,none,1,none,1013,1013,-0.0006,-0.04944,0.4501,-0.012,-0.00056,-0.06893,0.4423,-0.008,-0.00121,-0.09623,0.4383,-0.013
0.2,-0.5,0.65,none,0,0.7,563,563,0.00149,-0.03647,0.4707,0.041,0.00065,-0.0549,0.4867,0.012,-0.00103,-0.08011,0.4618,-0.013
0.2,-0.5,0.45,0,0,none,111,111,0.00571,-0.03438,0.4414,0.166,0.00275,-0.05136,0.4685,0.054,-0.00099,-0.07392,0.4865,-0.013
0.1,-1.0,none,none,1,0.7,298,298,0.00042,-0.03734,0.4966,0.011,0.00324,-0.05401,0.4933,0.06,-0.001,-0.0774,0.4664,-0.013
0.25,-1.0,none,none,0,none,911,911,-0.00106,-0.04171,0.4523,-0.026,-0.00029,-0.06227,0.4369,-0.005,-0.00119,-0.08671,0.4501,-0.014
0.2,-1.5,0.65,none,0,0.7,713,713,5e-05,-0.03848,0.46,0.001,0.00097,-0.05728,0.4811,0.017,-0.00118,-0.0813,0.4446,-0.015
0.1,-1.5,0.45,none,1,none,136,136,0.00338,-0.03288,0.5221,0.103,0.00319,-0.04577,0.4706,0.07,-0.00103,-0.07007,0.4779,-0.015
0.15,-0.5,0.65,0,1,0.5,102,102,-0.00268,-0.03899,0.3922,-0.069,-0.00378,-0.05592,0.4216,-0.068,-0.00114,-0.07613,0.4412,-0.015
0.15,-0.5,none,0,1,0.5,122,122,-0.0011,-0.03723,0.4262,-0.03,-0.00198,-0.0554,0.4016,-0.036,-0.0012,-0.07642,0.4426,-0.016
0.15,-1.5,0.55,none,0,0.7,459,459,0.00263,-0.03601,0.4946,0.073,0.00156,-0.05192,0.4793,0.03,-0.00124,-0.07537,0.4575,-0.016
0.25,none,0.65,none,1,none,945,945,0.00046,-0.04854,0.4571,0.009,0.00077,-0.06766,0.437,0.011,-0.0016,-0.09686,0.4254,-0.017
0.2,-1.5,0.55,none,0,0.7,523,523,0.00127,-0.03684,0.4627,0.034,0.00385,-0.05322,0.4895,0.072,-0.00129,-0.07779,0.4474,-0.017
0.25,none,none,1,1,0.7,51,51,-0.00417,-0.0444,0.3529,-0.094,0.0065,-0.05932,0.4706,0.11,-0.00137,-0.07684,0.4118,-0.018
0.25,-1.0,0.55,0,0,0.5,268,268,0.0015,-0.03739,0.4851,0.04,0.00364,-0.0522,0.4739,0.07,-0.00131,-0.07285,0.4403,-0.018
0.1,-1.5,0.45,none,1,0.7,104,104,0.00055,-0.03242,0.4808,0.017,-0.00103,-0.04645,0.4615,-0.022,-0.00126,-0.06796,0.4712,-0.019
0.25,-1.5,0.45,none,0,none,360,360,0.00622,-0.03502,0.5,0.178,0.00733,-0.04907,0.4917,0.149,-0.00136,-0.07245,0.4306,-0.019
0.25,-1.5,none,none,0,none,934,934,-0.00122,-0.04209,0.454,-0.029,0.0001,-0.06295,0.44,0.002,-0.00163,-0.08676,0.4411,-0.019
0.2,-1.5,0.55,none,0,none,614,614,0.00347,-0.03708,0.4772,0.094,0.00333,-0.05359,0.4723,0.062,-0.0016,-0.0799,0.443,-0.02
0.25,-1.5,none,1,1,none,100,100,-0.00437,-0.04423,0.41,-0.099,0.005,-0.06157,0.44,0.081,-0.00172,-0.08566,0.45,-0.02
0.25,none,0.65,none,1,0.7,857,857,-0.00197,-0.04914,0.4294,-0.04,-0.0001,-0.06837,0.4341,-0.001,-0.00193,-0.09723,0.4434,-0.02
0.1,-1.5,0.45,none,0,0.7,164,164,0.00447,-0.03236,0.4756,0.138,0.00124,-0.04855,0.4878,0.026,-0.00139,-0.06926,0.4451,-0.02
0.15,-1.0,0.55,0,0,0.5,191,191,0.00198,-0.03687,0.5079,0.054,0.00254,-0.05095,0.4921,0.05,-0.00161,-0.07234,0.4555,-0.022
0.15,-1.0,0.65,0,0,0.7,475,475,-0.00052,-0.03701,0.4653,-0.014,-0.00407,-0.05663,0.4547,-0.072,-0.00177,-0.08076,0.4568,-0.022
0.15,-0.5,0.45,none,0,0.7,97,97,0.00502,-0.03081,0.5155,0.163,-0.00308,-0.04973,0.5052,-0.062,-0.0016,-0.07411,0.4433,-0.022
0.25,none,0.65,none,0,0.7,978,978,-0.00388,-0.04708,0.4131,-0.082,-0.00431,-0.06794,0.4346,-0.063,-0.00219,-0.09488,0.4499,-0.023
0.15,-1.5,0.45,none,1,none,188,188,0.0002,-0.03479,0.4787,0.006,-0.00079,-0.04907,0.4362,-0.016,-0.00167,-0.07204,0.4681,-0.023
0.15,-0.5,0.65,0,0,0.7,411,411,0.00047,-0.03672,0.4599,0.013,-0.00419,-0.05713,0.4526,-0.073,-0.00194,-0.08273,0.4404,-0.024
0.25,-0.5,none,0,0,none,855,855,-0.00094,-0.04183,0.4491,-0.023,-0.00282,-0.06238,0.4327,-0.045,-0.00223,-0.08737,0.4468,-0.025
0.2,-0.5,none,none,0,none,815,815,-0.00076,-0.04118,0.4552,-0.018,-0.00151,-0.06094,0.4417,-0.025,-0.00229,-0.08718,0.4564,-0.026
0.1,none,none,0,0,0.7,758,758,-0.00298,-0.04251,0.4459,-0.07,-0.00326,-0.06283,0.434,-0.052,-0.00223,-0.08527,0.4485,-0.026
0.25,-1.5,0.55,none,0,none,679,679,0.00283,-0.03925,0.4713,0.072,0.00163,-0.05695,0.4566,0.029,-0.00217,-0.08284,0.4197,-0.026
0.25,-1.5,none,0,0,0.7,790,790,-0.00073,-0.03991,0.4532,-0.018,-0.00167,-0.06064,0.438,-0.027,-0.00224,-0.08344,0.4456,-0.027
0.15,-1.0,none,none,1,0.7,378,378,0.00066,-0.03894,0.4868,0.017,-6e-05,-0.05695,0.455,-0.001,-0.00225,-0.08211,0.455,-0.027
0.2,none,none,0,0,0.5,694,694,0.00077,-0.04072,0.4308,0.019,-0.00222,-0.06094,0.428,-0.036,-0.00242,-0.0844,0.4467,-0.029
0.25,-1.0,0.55,none,0,none,591,591,0.00335,-0.03876,0.4907,0.086,0.00108,-0.05643,0.4433,0.019,-0.0024,-0.08341,0.4315,-0.029
0.1,none,none,0,0,none,874,874,-0.00383,-0.04389,0.4348,-0.087,-0.00562,-0.06483,0.4268,-0.087,-0.00265,-0.08854,0.4451,-0.03
0.15,-0.5,none,none,1,0.7,326,326,0.00198,-0.03809,0.4939,0.052,0.00085,-0.05663,0.4663,0.015,-0.00249,-0.08195,0.4571,-0.03
0.2,-1.0,none,0,0,none,825,825,-0.00272,-0.04221,0.4364,-0.064,-0.00281,-0.06221,0.4255,-0.045,-0.00271,-0.08784,0.44,-0.031
0.25,-0.5,0.55,none,0,0.7,394,394,0.00488,-0.03528,0.5051,0.138,0.00232,-0.05259,0.467,0.044,-0.00249,-0.07979,0.434,-0.031
0.15,-1.5,0.65,0,0,0.7,546,546,0.00057,-0.03705,0.467,0.015,-0.0046,-0.05728,0.4469,-0.08,-0.00253,-0.08159,0.4487,-0.031
0.15,-1.0,0.45,0,1,none,90,90,-0.00387,-0.03522,0.4556,-0.11,-0.00415,-0.05221,0.5,-0.079,-0.00237,-0.07441,0.5111,-0.032
0.15,-1.5,0.45,0,0,0.7,144,144,-0.00107,-0.03698,0.4514,-0.029,-0.00621,-0.05478,0.4306,-0.113,-0.00242,-0.07461,0.4583,-0.032
0.2,-0.5,0.45,none,0,none,157,157,0.00713,-0.03367,0.4904,0.212,0.00287,-0.04878,0.5032,0.059,-0.00237,-0.07466,0.4459,-0.032
0.2,-1.5,0.45,0,0,0.7,178,178,0.00557,-0.03493,0.4551,0.159,0.00431,-0.05092,0.4551,0.085,-0.00235,-0.07385,0.4326,-0.032
0.2,-1.0,0.55,none,0,0.7,422,422,-1e-05,-0.03739,0.4692,-0.0,0.00216,-0.05388,0.4763,0.04,-0.00255,-0.0796,0.4573,-0.032
0.1,none,0.65,0,0,none,823,823,-0.00089,-0.04311,0.4508,-0.021,-0.00419,-0.0647,0.4301,-0.065,-0.00299,-0.08936,0.4289,-0.033
0.2,-0.5,0.45,none,1,none,109,109,0.00187,-0.03596,0.4587,0.052,0.002,-0.04934,0.5046,0.04,-0.00254,-0.07694,0.4587,-0.033
0.25,-1.0,0.45,0,1,none,138,138,0.01022,-0.02963,0.5145,0.345,0.00827,-0.04568,0.4855,0.181,-0.00237,-0.07082,0.4348,-0.034
0.25,-1.0,0.65,none,0,none,837,837,-0.00125,-0.04076,0.4516,-0.031,-0.00106,-0.06157,0.4385,-0.017,-0.00312,-0.08798,0.4301,-0.035
0.2,-1.0,0.65,0,0,0.7,561,561,-0.00235,-0.03964,0.4456,-0.059,-0.00093,-0.059,0.4563,-0.016,-0.00296,-0.08368,0.4421,-0.035
0.1,-1.0,0.55,0,0,0.5,143,143,0.00656,-0.03353,0.5664,0.196,0.00359,-0.04849,0.5385,0.074,-0.00256,-0.07093,0.4476,-0.036
0.1,-1.5,0.55,none,0,0.7,365,365,0.00285,-0.0356,0.4904,0.08,0.00066,-0.05196,0.4986,0.013,-0.00268,-0.0746,0.4521,-0.036
0.25,-0.5,0.45,0,1,none,99,99,0.01042,-0.02965,0.4848,0.351,0.00595,-0.0463,0.4343,0.128,-0.00258,-0.07123,0.4242,-0.036
0.2,-0.5,none,1,0,none,90,90,-0.00242,-0.04052,0.3778,-0.06,-0.00473,-0.06285,0.3889,-0.075,-0.00324,-0.08907,0.4667,-0.036
0.1,-1.0,0.65,0,1,0.5,92,92,-0.00868,-0.04098,0.3913,-0.212,-0.00362,-0.05611,0.413,-0.065,-0.00275,-0.07525,0.4891,-0.037
0.2,-1.5,0.45,0,0,none,218,218,0.00479,-0.03532,0.4587,0.136,0.00482,-0.05063,0.4541,0.095,-0.00277,-0.07385,0.4495,-0.037
0.25,-0.5,0.65,none,0,0.7,652,652,0.00233,-0.03753,0.4693,0.062,-1e-05,-0.05756,0.4709,-0.0,-0.00311,-0.08411,0.4463,-0.037
0.25,none,0.65,0,0,0.5,687,687,0.00145,-0.04274,0.4483,0.034,0.0004,-0.06222,0.4483,0.006,-0.00336,-0.0876,0.4556,-0.038
0.2,-1.5,0.65,none,1,0.5,213,213,0.00179,-0.03674,0.4413,0.049,-0.00012,-0.05276,0.4507,-0.002,-0.0029,-0.07541,0.4085,-0.038
0.1,-0.5,none,none,1,0.7,245,245,0.00081,-0.03757,0.4898,0.021,0.00243,-0.05452,0.4898,0.045,-0.00296,-0.07847,0.4816,-0.038
0.2,none,0.65,1,0,none,24,24,0.00737,-0.03082,0.4167,0.239,0.00178,-0.04442,0.3333,0.04,-0.00298,-0.07655,0.4583,-0.039
0.25,none,none,0,0,0.7,909,909,-0.0018,-0.04487,0.4367,-0.04,-0.00081,-0.06584,0.4367,-0.012,-0.00361,-0.09022,0.451,-0.04
0.25,-1.0,0.65,none,0,0.7,716,716,0.00058,-0.0387,0.4567,0.015,-0.0006,-0.05869,0.4595,-0.01,-0.0034,-0.08501,0.4399,-0.04
0.15,-1.5,none,none,1,0.7,449,449,0.00023,-0.0396,0.4878,0.006,-0.00065,-0.05753,0.4499,-0.011,-0.00331,-0.08278,0.4365,-0.04
0.2,-0.5,0.55,none,0,0.7,322,322,0.00205,-0.0364,0.4845,0.056,0.00174,-0.05196,0.4845,0.034,-0.00332,-0.07964,0.4534,-0.042
0.25,-1.0,0.55,none,0,0.7,496,496,0.00247,-0.03746,0.4879,0.066,0.0011,-0.05528,0.4536,0.02,-0.00346,-0.082,0.4375,-0.042
0.2,-1.5,0.65,0,0,none,766,766,-0.0021,-0.04098,0.4321,-0.051,-0.00216,-0.06156,0.4426,-0.035,-0.00371,-0.08795,0.4217,-0.042
0.25,-1.0,none,0,0,none,883,883,-0.00254,-0.04274,0.4349,-0.06,-0.0036,-0.06363,0.419,-0.057,-0.00374,-0.08821,0.4371,-0.042
0.2,-0.5,0.55,none,0,none,408,408,0.00279,-0.03759,0.4877,0.074,0.00126,-0.05299,0.4608,0.024,-0.00344,-0.08121,0.451,-0.042
0.15,-0.5,0.55,0,0,0.5,130,130,0.00062,-0.03972,0.4846,0.016,-0.00089,-0.05418,0.4615,-0.016,-0.00327,-0.07754,0.4231,-0.042
0.25,-1.5,0.55,none,0,0.7,593,593,0.00046,-0.03887,0.4587,0.012,0.00051,-0.05655,0.4621,0.009,-0.0035,-0.0815,0.4283,-0.043
0.15,none,none,none,1,0.5,505,505,0.00341,-0.04646,0.4832,0.073,-9e-05,-0.06636,0.4376,-0.001,-0.00403,-0.09335,0.4475,-0.043
0.2,-1.0,none,none,1,0.5,206,206,0.00343,-0.03512,0.4709,0.098,0.00123,-0.05245,0.466,0.023,-0.00333,-0.07634,0.4223,-0.044
0.25,none,none,1,1,none,103,103,-0.00352,-0.04375,0.4175,-0.081,0.0041,-0.06093,0.4369,0.067,-0.00373,-0.08549,0.4466,-0.044
0.15,-0.5,0.45,0,0,0.5,42,42,0.0028,-0.03522,0.4286,0.08,-0.01095,-0.05641,0.4286,-0.194,-0.00332,-0.07567,0.4524,-0.044
0.15,none,none,0,0,0.7,837,837,-0.00333,-0.04333,0.4409,-0.077,-0.00327,-0.06364,0.4361,-0.051,-0.00379,-0.08703,0.4528,-0.044
0.15,-0.5,none,1,0,none,58,58,-0.00344,-0.03851,0.3966,-0.089,-0.00206,-0.05329,0.3966,-0.039,-0.00356,-0.08181,0.4828,-0.044
0.25,-1.0,0.55,none,1,0.5,144,144,-0.00118,-0.03788,0.4444,-0.031,-0.00298,-0.05205,0.4583,-0.057,-0.00331,-0.07355,0.4097,-0.045
0.15,none,0.55,none,1,0.5,490,490,0.00294,-0.047,0.4857,0.063,-0.00134,-0.06693,0.4327,-0.02,-0.00428,-0.0946,0.449,-0.045
0.2,-1.0,0.55,none,0,none,518,518,0.00124,-0.0382,0.4768,0.033,0.001,-0.05503,0.4517,0.018,-0.00378,-0.08195,0.4498,-0.046
0.15,none,0.65,none,1,0.5,502,502,0.00327,-0.04683,0.4801,0.07,0.00014,-0.06638,0.4422,0.002,-0.00429,-0.0933,0.4462,-0.046
0.15,none,0.65,0,0,0.5,582,582,0.00092,-0.04127,0.4485,0.022,-0.0021,-0.06131,0.4399,-0.034,-0.00398,-0.08499,0.4347,-0.047
0.15,-0.5,0.45,0,1,none,66,66,-0.00443,-0.03626,0.4394,-0.122,-0.00647,-0.05343,0.4697,-0.121,-0.00361,-0.07655,0.5,-0.047
0.1,-1.5,none,none,1,0.7,352,352,-0.00118,-0.03877,0.4801,-0.03,0.00075,-0.05477,0.4744,0.014,-0.00375,-0.07879,0.446,-0.048
0.15,-1.5,0.45,0,0,none,176,176,-0.00165,-0.03701,0.4545,-0.045,-0.00495,-0.05369,0.4375,-0.092,-0.00367,-0.07429,0.4659,-0.049
0.2,-1.5,none,1,0,none,94,94,-0.00213,-0.0394,0.383,-0.054,-0.0049,-0.0612,0.383,-0.08,-0.00435,-0.08787,0.4574,-0.049
0.2,-0.5,0.65,0,0,0.7,496,496,-0.00108,-0.03826,0.4435,-0.028,-0.00284,-0.05766,0.4516,-0.049,-0.0042,-0.08355,0.4435,-0.05
0.25,-1.5,0.65,none,0,0.7,775,775,-0.0011,-0.03988,0.4516,-0.028,-0.00078,-0.06038,0.4568,-0.013,-0.00429,-0.08579,0.4323,-0.05
0.2,-0.5,none,0,0,none,782,782,-0.00182,-0.04175,0.4373,-0.044,-0.00541,-0.06246,0.4169,-0.087,-0.00461,-0.08979,0.4412,-0.051
0.2,-1.5,0.55,0,0,0.5,288,288,0.00251,-0.03652,0.4549,0.069,-0.00113,-0.05385,0.4583,-0.021,-0.00396,-0.07582,0.4306,-0.052
0.2,-0.5,none,1,0,0.5,36,36,-0.00721,-0.03597,0.2778,-0.2,-0.01775,-0.06017,0.3333,-0.295,-0.00423,-0.08073,0.4444,-0.052
0.2,-1.0,none,none,1,0.7,463,463,0.00068,-0.03957,0.4795,0.017,0.00279,-0.05689,0.4795,0.049,-0.00433,-0.08321,0.4384,-0.052
0.1,-0.5,none,1,0,0.7,23,23,-0.0013,-0.02972,0.3913,-0.044,-0.00033,-0.04514,0.3913,-0.007,-0.00356,-0.06829,0.4783,-0.052
0.2,-1.0,none,1,0,none,93,93,-0.00213,-0.03969,0.3871,-0.054,-0.0049,-0.06168,0.3871,-0.079,-0.00473,-0.08864,0.4516,-0.053
0.25,-1.0,0.45,0,1,0.7,99,99,0.01067,-0.02853,0.4949,0.374,0.00544,-0.04491,0.4848,0.121,-0.00365,-0.06922,0.404,-0.053
0.25,-1.5,0.55,0,0,0.5,331,331,0.00145,-0.03738,0.4562,0.039,0.00065,-0.05352,0.4562,0.012,-0.00392,-0.07437,0.429,-0.053
0.2,-1.0,0.45,0,0,0.5,77,77,0.00629,-0.03397,0.4805,0.185,-0.00122,-0.04978,0.4805,-0.025,-0.00378,-0.07183,0.4286,-0.053
0.2,-1.5,0.55,none,1,0.5,155,155,0.00094,-0.03672,0.4516,0.026,-0.00153,-0.05017,0.4452,-0.031,-0.00388,-0.07339,0.4065,-0.053
0.2,-1.0,0.65,none,1,none,618,618,-0.0013,-0.04088,0.4563,-0.032,-0.00116,-0.05947,0.4498,-0.02,-0.0048,-0.08815,0.4159,-0.054
0.1,none,0.65,0,0,0.7,712,712,-0.00236,-0.04351,0.4466,-0.054,-0.00434,-0.06494,0.4298,-0.067,-0.00477,-0.08834,0.4284,-0.054
0.15,none,none,1,0,none,62,62,-0.00355,-0.03732,0.3871,-0.095,-0.00228,-0.05137,0.4032,-0.044,-0.00436,-0.08041,0.4839,-0.054
0.15,-1.5,0.65,none,1,none,619,619,-8e-05,-0.0402,0.475,-0.002,-0.0023,-0.05815,0.4459,-0.039,-0.00481,-0.08724,0.4216,-0.055
0.15,-1.0,0.55,none,0,none,455,455,0.00265,-0.03666,0.5121,0.072,6e-05,-0.05252,0.4571,0.001,-0.00435,-0.0794,0.4571,-0.055
0.2,-0.5,none,1,0,0.7,52,52,-0.00787,-0.04072,0.3269,-0.193,-0.01425,-0.06288,0.3654,-0.227,-0.00454,-0.08233,0.4615,-0.055
0.15,-0.5,0.55,none,0,0.7,264,264,0.00208,-0.03627,0.5152,0.057,-3e-05,-0.05178,0.4773,-0.001,-0.00435,-0.07872,0.4432,-0.055
0.1,-1.5,0.55,0,1,0.5,77,77,0.00133,-0.03444,0.4675,0.039,0.0011,-0.04849,0.4545,0.023,-0.00392,-0.07089,0.4675,-0.055
0.15,-0.5,none,0,1,0.7,288,288,0.00028,-0.03831,0.4757,0.007,-0.0008,-0.05796,0.4514,-0.014,-0.00471,-0.08398,0.4444,-0.056
0.1,-1.0,none,0,1,0.7,244,244,0.0002,-0.03714,0.4836,0.005,0.00181,-0.05547,0.4836,0.033,-0.00455,-0.07947,0.459,-0.057
0.1,-1.0,0.65,none,1,0.7,265,265,0.00057,-0.03692,0.4943,0.016,0.00125,-0.05381,0.483,0.023,-0.00457,-0.08048,0.4604,-0.057
0.15,-1.0,none,0,1,0.7,331,331,-0.00115,-0.03938,0.4683,-0.029,-0.00149,-0.05788,0.4502,-0.026,-0.00471,-0.08325,0.4532,-0.057
0.2,none,none,1,0,none,95,95,-0.00184,-0.03903,0.3895,-0.047,-0.00519,-0.06098,0.3789,-0.085,-0.00497,-0.0877,0.4526,-0.057
0.25,-0.5,0.65,0,0,none,721,721,-0.00254,-0.04217,0.4327,-0.06,-0.00431,-0.06237,0.4258,-0.069,-0.00512,-0.08952,0.4327,-0.057
0.2,-1.5,0.45,0,0,0.5,118,118,0.00604,-0.03485,0.4661,0.173,-0.00132,-0.05152,0.4153,-0.026,-0.00413,-0.07142,0.3983,-0.058
0.15,-1.5,0.45,none,1,0.7,146,146,-0.00354,-0.03626,0.4521,-0.098,-0.00537,-0.05199,0.4178,-0.103,-0.00417,-0.07191,0.4521,-0.058
0.25,-1.5,0.65,none,0,none,878,878,-0.00189,-0.04132,0.4487,-0.046,-0.0014,-0.06227,0.4351,-0.023,-0.00513,-0.08838,0.4169,-0.058
0.15,-1.0,0.55,none,0,0.7,358,358,0.0001,-0.03668,0.4972,0.003,-0.00104,-0.05257,0.4637,-0.02,-0.00456,-0.07744,0.4553,-0.059
0.2,-1.5,0.65,0,0,0.7,631,631,-0.00256,-0.04024,0.439,-0.064,-0.00204,-0.06011,0.4501,-0.034,-0.00502,-0.08526,0.4295,-0.059
0.15,-1.0,0.65,none,1,none,536,536,-0.00052,-0.04032,0.4757,-0.013,-0.00326,-0.05832,0.4459,-0.056,-0.00516,-0.08781,0.4366,-0.059
0.2,none,none,0,0,0.7,878,878,-0.00389,-0.04463,0.4248,-0.087,-0.00351,-0.06543,0.4351,-0.054,-0.00545,-0.09048,0.4408,-0.06
0.15,-0.5,0.55,none,0,none,348,348,0.00381,-0.03706,0.5201,0.103,0.00031,-0.05254,0.4626,0.006,-0.00487,-0.07994,0.4454,-0.061
0.25,-0.5,0.55,0,0,none,395,395,0.00197,-0.03755,0.4835,0.052,-0.00107,-0.05493,0.4329,-0.019,-0.00498,-0.08127,0.4253,-0.061
0.2,-1.5,none,0,0,none,862,862,-0.00345,-0.04255,0.4234,-0.081,-0.00343,-0.06326,0.4211,-0.054,-0.00546,-0.08869,0.4234,-0.062
0.1,-1.0,none,1,0,0.7,24,24,-0.00218,-0.02969,0.375,-0.074,-0.00165,-0.04486,0.375,-0.037,-0.00415,-0.06738,0.4583,-0.062
0.15,-0.5,0.45,0,0,none,90,90,0.00097,-0.03456,0.4556,0.028,-0.0048,-0.05365,0.4667,-0.089,-0.0048,-0.07631,0.4778,-0.063
0.2,-0.5,0.55,none,1,0.5,90,90,-0.00197,-0.03954,0.4667,-0.05,-0.00901,-0.05375,0.4111,-0.168,-0.00497,-0.07827,0.4222,-0.063
0.15,-1.0,0.65,0,1,none,464,464,-0.00151,-0.0398,0.4547,-0.038,-0.00638,-0.05894,0.4397,-0.108,-0.00546,-0.08691,0.4397,-0.063
0.15,-0.5,0.65,0,1,none,409,409,-0.00142,-0.03913,0.4523,-0.036,-0.00688,-0.05921,0.4401,-0.116,-0.0055,-0.08767,0.4328,-0.063
0.15,none,0.45,0,0,0.5,305,305,-0.00113,-0.04433,0.4295,-0.026,-0.00142,-0.0634,0.4426,-0.022,-0.00549,-0.08755,0.4721,-0.063
0.1,-0.5,0.65,0,1,none,305,305,0.0008,-0.03835,0.4689,0.021,-0.00108,-0.05569,0.4525,-0.019,-0.00537,-0.08422,0.4393,-0.064
0.15,-1.5,none,1,0,none,61,61,-0.00355,-0.03743,0.3934,-0.095,-0.00242,-0.05172,0.3934,-0.047,-0.00518,-0.08124,0.4754,-0.064
0.25,-1.5,0.45,none,1,none,272,272,0.00639,-0.03406,0.4926,0.188,0.00653,-0.04749,0.4632,0.137,-0.0048,-0.07437,0.4191,-0.064
0.2,-0.5,0.65,none,1,0.5,146,146,0.00091,-0.03684,0.4384,0.025,-0.0041,-0.05443,0.4452,-0.075,-0.00501,-0.07806,0.4178,-0.064
0.25,-1.5,0.55,none,1,none,545,545,0.00378,-0.03944,0.4844,0.096,0.00173,-0.05696,0.4385,0.03,-0.00554,-0.0858,0.4,-0.065
0.15,none,0.65,0,0,none,889,889,-0.00296,-0.04307,0.4376,-0.069,-0.00539,-0.06385,0.4387,-0.084,-0.00583,-0.09004,0.4274,-0.065
0.15,-0.5,none,0,1,none,541,541,-0.00112,-0.04102,0.464,-0.027,-0.00695,-0.06249,0.4196,-0.111,-0.00611,-0.09194,0.4214,-0.066
0.15,none,none,0,0,none,926,926,-0.00502,-0.04386,0.4276,-0.114,-0.00514,-0.06423,0.4287,-0.08,-0.00598,-0.08969,0.4341,-0.067
0.15,-0.5,0.65,none,1,none,470,470,8e-05,-0.03984,0.4766,0.002,-0.00378,-0.05814,0.4553,-0.065,-0.00584,-0.08771,0.4319,-0.067
0.25,-1.5,0.45,none,1,0.7,217,217,0.00744,-0.03356,0.4839,0.222,0.00738,-0.04609,0.47,0.16,-0.00483,-0.0726,0.4194,-0.067
0.1,-1.0,0.65,0,1,none,359,359,0.0015,-0.03807,0.4763,0.039,-0.00257,-0.0566,0.454,-0.045,-0.00563,-0.08405,0.4345,-0.067
0.1,-0.5,0.55,none,0,0.7,199,199,0.00641,-0.03237,0.5678,0.198,0.0006,-0.04731,0.5327,0.013,-0.00499,-0.07463,0.4322,-0.067
0.15,-1.0,none,none,1,none,642,642,-0.00315,-0.04342,0.4626,-0.073,-0.00613,-0.06285,0.4206,-0.097,-0.00625,-0.09141,0.433,-0.068
0.15,-1.5,none,none,1,none,716,716,-0.00275,-0.04289,0.4651,-0.064,-0.00549,-0.06221,0.426,-0.088,-0.00612,-0.08964,0.4204,-0.068
0.15,-0.5,none,none,1,none,583,583,-0.00069,-0.0423,0.4768,-0.016,-0.00483,-0.06223,0.4322,-0.078,-0.00624,-0.09104,0.4288,-0.068
0.25,none,0.55,0,0,0.5,579,579,0.00151,-0.04386,0.4525,0.034,2e-05,-0.06224,0.4387,0.0,-0.00603,-0.08837,0.437,-0.068
